43,91,252,367,273.5,412.5,0,1,1
40,86,250,378,270,421,0,2,1
40,83,240,395,260,436.5,0,3,1
40,83,240,395,260,436.5,0,4,1
39,80,233,412,252.5,452,0,5,1
39,79,233,412,252.5,451.5,0,6,1
36,79,227,425,245,464.5,0,7,1
36,79,227,425,245,464.5,0,8,1
35,69,221,445,238.5,479.5,0,9,1
35,69,221,445,238.5,479.5,0,10,1
36,72,213,453,231,489,0,11,1
36,72,213,453,231,489,0,12,1
32,70,208,466,224,501,0,13,1
32,70,208,466,224,501,0,14,1
34,72,204,470,221,506,0,15,1
31,63,200,486,215.5,517.5,0,16,1
31,63,200,486,215.5,517.5,0,17,1
31,61,194,495,209.5,525.5,0,18,1
30,61,194,495,209,525.5,0,19,1
30,61,189,506,204,536.5,0,20,1
30,61,189,506,204,536.5,0,21,1
27,59,185,514,198.5,543.5,0,22,1
27,60,185,513,198.5,543,0,23,1
28,62,180,518,194,549,0,24,1
28,62,180,518,194,549,0,25,1
24,48,178,535,190,559,0,26,1
25,54,174,536,186.5,563,0,27,1
25,54,174,536,186.5,563,0,28,1
25,56,170,541,182.5,569,0,29,1
25,55,170,542,182.5,569.5,0,30,1
26,58,166,545,179,574,0,31,1
26,58,166,545,179,574,0,32,1
22,47,162,560,173,583.5,0,33,1
22,47,162,560,173,583.5,0,34,1
23,50,159,562,170.5,587,0,35,1
23,51,159,561,170.5,586.5,0,36,1
24,50,156,567,168,592,0,37,1
24,50,156,567,168,592,0,38,1
24,46,154,573,166,596,0,39,1
23,34,151,585,162.5,602,0,40,1
23,32,151,586,162.5,602,0,41,1
22,42,148,587,159,608,0,42,1
22,42,148,587,159,608,0,43,1
22,42,145,591,156,612,0,44,1
22,42,145,591,156,612,0,45,1
22,45,142,592,153,614.5,0,46,1
22,45,142,592,153,614.5,0,47,1
20,38,140,603,150,622,0,48,1
20,37,140,604,150,622.5,0,49,1
22,45,137,598,148,620.5,0,50,1
21,33,135,612,145.5,628.5,0,51,1
21,33,135,612,145.5,628.5,0,52,1
21,39,133,611,143.5,630.5,0,53,1
21,38,133,612,143.5,631,0,54,1
21,40,130,613,140.5,633,0,55,1
21,40,130,613,140.5,633,0,56,1
20,36,128,619,138,637,0,57,1
20,36,128,619,138,637,0,58,1
19,36,126,622,135.5,640,0,59,1
19,36,126,622,135.5,640,0,60,1
19,37,125,622,134.5,640.5,0,61,1
19,27,122,634,131.5,647.5,0,62,1
19,27,122,634,131.5,647.5,0,63,1
17,30,121,633,129.5,648,0,64,1
17,30,121,633,129.5,648,0,65,1
17,28,119,638,127.5,652,0,66,1
